surah,ayat,terjemahan_lemmatized
6,32,hidup dunia main main senda gurau belaka kampung akhirat takwa paham
6,33,sedih hati sedih hati dusta zalim ingkar ayat ayat allah
6,34,dusta rasul rasul sabar dusta aniaya tolong allah orang rubah kalimat kalimat janji janji allah kepada berita rasul rasul
6,35,paling dari berat bagi lobang bumi tangga langit mukjizat buat allah allah jadi tunjuk kali jahil
6,36,dengar patuh seru allah mati hati bangkit allah nya kembali
6,37,musyrik mekah turun muhammad mukjizat tuhan allah kuasa turun mukjizat banyak
6,38,binatang binatang bumi burung burung terbang sayap umat alpa sesuatu al kitab tuhan himpun
6,39,dusta ayat ayat pekak bisu gelap gulita hendak allah sesat sesat nya hendak allah nya tunjuk jadi nya jalan lurus
6,40,terang kepada siksa allah kepada kepada kiamat seru tuhan allah
6,41,seru hilang bahaya doa nya tinggal sembah sembah sekutu allah
6,42,utus rasul rasul umat umat siksa timpa sengsara melarat mohon allah tunduk rendah
6,43,mohon allah tunduk rendah siksa hati keras syaitanpun tampak bagus kerja
6,44,lupa ingat kami buka pintu pintu senang gembira siksa sekonyong konyong diam putus asa
6,45,zalim musnah akar akar puji allah tuhan semesta alam
6,46,terang kepada allah cabut dengar lihat tutup hati tuhan allah kuasa kembali kepada perhati kali kali tanda tanda besar paling
6,47,terang kepada siksa allah kepada sekonyong konyong terang terang ada binasa allah zalim
6,48,utus rasul kabar gembira ingat iman ada baik khawatir sedih hati
6,49,dusta ayat ayat timpa siksa sebab buat fasik
6,50,kepada bendahara allah pada ghaib kepada malaikat ikut kecuali wahyu kepada buta pikir
6,51,ilah ingat wahyu takut himpun tuhan kiamat lindung beri syafaat allah takwa
6,52,usir seru tuhan pagi petang keridhaan nya pikul tanggung sedikit buat mereka pikul tanggung sedikit buat sebab hak usir zalim
6,53,uji kaya miskin kaya anugerah allah allah firman allah syukur nya
6,54,iman ayat ayat kepada salaamun alaikum tuhan tetap nya kasih sayang buat jahat lantar jahil taubat kerja ada baik allah kam sayang
6,55,terang ayat ayat al quran jalan saleh jalan dosa
6,56,larang sembah tuhan tuhan sembah allah ikut hawa nafsu sesat buat tunjuk
6,57,hujjah nyata al quran tuhan dusta pada azab segera datang tetap hukum hak allah terang beri putus
6,58,pada azab segera selesai allah urus allah zalim
6,59,sisi allah kunci kunci ghaib tahu kecuali darat laut tiada hela daun gugur tahu jatuh butir biji gelap bumi basah kering tulis kitab nyata lauh mahfudz
6,60,tidur malam kerja siang bangun siang sempurna umur tentu allah memberitahukan kepada kerja
6,61,kuasa tinggi nya utus nya kepada malaikat malaikat jaga mati salah wafat malaikat malaikat malaikat malaikat lalai wajib
6,62,allah kembali allah kuasa tahu hukum punya nya buat hitung cepat
6,63,selamat bencana darat laut doa nya rendah suara lembut selamat bencana syukur
6,64,allah selamat bencana susah sekutu nya
6,65,kuasa kirim azab kepada kaki campur golong golong tentang rasa ganas perhati tanda tanda besar silih ganti paham
6,66,kaum dusta azab azab serahi urus urus
6,67,berita bawa rasul rasul kelak
6,68,olok olok ayat ayat tinggal bicara bicara syaitan jadi lupa larang duduk zalim larang
6,69,pertanggungjawaban sedikit takwa dosa wajib takwa
6,70,tinggal jadi agama main main senda gurau tipu hidup dunia ingat al quran jerumus neraka buat bagi lindung beri syafaat allah tebus tebus terima daripada jerumus neraka sedia minum air didih azab pedih sebab kafir
6,71,seru allah manfaat kemudharatan allah tunjuk sesat syaitan sawang takut bingung kawan kawan panggil jalan lurus mari ikut tunjuk allah tunjuk suruh serah tuhan semesta alam
6,72,diri sembahyang takwa nya tuhan nya himpun
6,73,cipta langit bumi kata nya tangan nya kuasa sangkakala tiup ghaib nampak bijaksana
6,74,ingat ibrahim bapak aazar pantas jadi berhala berhala tuhan tuhan kaum sesat nyata
6,75,lihat ibrahim tanda tanda agung langit bumi lihat
6,76,malam gelap bintang tuhan bintang tenggelam suka tenggelam
6,77,terbit tuhan benam tuhan tunjuk kepada sesat
6,78,matahari terbit tuhan matahari benam kaum lepas sekutu
6,79,hadap diri rabb cipta langit bumi cenderung agama sekutu tuhan
6,80,ban kaum ban allah allah tunjuk kepada takut malapetaka sembah sembah sekutu allah kecuali tuhan malapetaka tahu tuhan liput ambil ajar daripada
6,81,takut sembah sembah sekutu allah sekutu allah sembah sembah allah turun hujjah kepada sekutu nya mana golong hak oleh aman malapetaka
6,82,iman mencampuradukkan iman zalim syirik aman tunjuk
6,83,hujjah ibrahim hadap kaum tinggi hendak derajat tuhan bijaksana
6,84,anugerah ishak yaqub tunjuk nuh tunjuk turun nuh daud sulaiman ayyub yusuf musa harun balas buat
6,85,zakaria yahya isa ilyas shaleh
6,86,ismail alyasa yunus luth lebih derajat umat masa
6,87,lebih derajat turun saudara saudara pilih nabi nabi rasul rasul jalan lurus
6,88,tunjuk allah dengan tunjuk hendak nya nya anda sekutu allah lenyap amal kerja
6,89,kitab hikmat nabi quraisy ingkar serah kaum kali ingkar
6,90,tunjuk allah ikut tunjuk upah kepada al quran al quran ingat ummat
6,91,hormat allah hormat mesti allah turun sesuatu manusia turun kitab taurat bawa musa cahaya tunjuk manusia jadi kitab lembar lembar kertas cerai berai lihat sebahagiannya sembunyi besar ajar kepada tahu allah turun al quran biar main main sesat
6,92,al quran kitab turun kah benar kitab kitab turun ingat duduk ummul qura mekah lingkung iman hidup akhirat iman al quran pelihara sembahyang
6,93,zalim dusta allah wahyu wahyu sesuatu turun turun allah dahsyat zalim tekan sakratul maut malaikat pukul tangan keluar nyawa balas siksa hina allah kata sombong ayat ayat nya
6,94,cipta tinggal belakang dunia karunia kepada tiada serta beri syafaat anggap sekutu sekutu tuhan putus tali lenyap anggap sekutu allah
6,95,allah tumbuh butir tumbuh tumbuh biji buah buah keluar hidup mati keluar mati hidup milik sifat sifat allah paling
6,96,singsing pagi jadi malam istirahat jadi matahari hitung tentu allah perkasa
6,97,jadi bintang bintang bagi jadi tunjuk gelap darat laut tanda tanda besar
6,98,cipta bagi simpan tanda tanda besar
6,99,turun air hujan langit tumbuh air tumbuh tumbuh keluar tumbuh tumbuh tanam hijau keluar tanam hijau butir mayang korma urai tangkai tangkai julai kebun kebun anggur keluar zaitun delima perhati buah pohon buah perhati pula matang tanda tanda kuasa allah iman
6,100,musyrik jadi jin sekutu allah allah cipta jin jin bohong allah anak laki laki perempuan dasar ilmu tahu suci allah sifat sifat
6,101,cipta langit bumi anak isteri cipta
6,102,milik sifat sifat allah tuhan tuhan cipta sembah pelihara
6,103,capai lihat mata halus
6,104,tuhan bukti bukti terang benar manfaat buta benar kemudharatannya muhammad kali pelihara
6,105,ulang ulang ayat ayat iman tunjuk musyrik ajar ayat ayat ahli kitab al quran
6,106,ikut wahyu kepada tuhan tuhan paling musyrik
6,107,allah kutu jadi pelihara kali pelihara
6,108,maki sembah sembah sembah allah maki allah lampau batas tahu jadi umat anggap kerja tuhan berita kerja
6,109,sumpah nama allah sungguh mu jizat iman nya mukjizat mukjizat sisi allah memberitahukan kepada mukjizat iman
6,110,maling hati lihat iman al quran mula biar gelimang sesat
6,111,turun malaikat mati bicara kumpul hadap iman kecuali allah banyak
6,112,jadi nabi musuh syaitan syaitan jenis manusia jenis jin bisik kata kata indah indah tipu manusia tuhan kerja tinggal adakan
6,113,hati iman hidup akhirat cenderung bisik senang syaitan kerja
6,114,patut cari hakim allah turun kitab al quran kepada perinci datang kitab al quran turun tuhan kali ragu ragu
6,115,sempurna kalimat tuhan al quran kalimat adil rubah rubah kalimat kalimat nya denyar
6,116,turut banyak bumi sesat jalan allah ikut sangka belaka dusta allah
6,117,tuhan sesat jalan nya tunjuk
6,118,makan binatang binatang halal nama allah sembelih iman ayat ayat nya
6,119,makan binatang binatang halal nama allah sembelih allah haram nya atas kecuali paksa makan banyak manusia sesat hawa nafsu tahu tuhan lampau batas
6,120,tinggal dosa nampak sembunyi dosa kelak balas kiamat sebab kerja
6,121,makan binatang binatang nama allah sembelih buat fasik syaitan bisik kawan kawan ban turut musyrik
6,122,mati hidup cahaya terang cahaya jalan masyarakat manusia ada gelap gulita kali jadi kafir pandang kerja
6,123,adakan negeri jahat jahat besar tipu daya negeri daya sadar
6,124,ayat iman utus utus allah allah tempat tugas rasul dosa timpa hina sisi allah siksa keras sebab tipu daya
6,125,allah tunjuk lapang dada peluk agama islam hendak allah sesat allah jadi dada sesak sempit olah daki langit allah timpa siksa iman
6,126,jalan tuhan jalan lurus ayat ayat ambil ajar
6,127,sedia darussalam surga sisi tuhan lindung sebab amal amal saleh kerja
6,128,ingat waktu allah himpun allah firman golong jin sesat manusia kata kawan kawan raka golong manusia ya tuhan senang engkau tentu allah firman neraka diam kekal dalam kecuali allah tuhan bijaksana
6,129,jadi zalim teman sebab usaha
6,130,golong jin manusia kepada rasul rasul golong kepada ayat ayat ku ingat kepada temu saksi hidup dunia tipu saksi kafir
6,131,tuhan binasa kota kota aniaya duduk lengah
6,132,oleh derajat derajat imbang kerja tuhan lengah kerja
6,133,tuhan kaya rahmat musnah ganti hendak nya musnah jadi turun
6,134,janji kepada kali sanggup tolak
6,135,kaum buat sepenuh mampu aku buat kelak oleh hasil dunia zalim untung
6,136,untuk allah tanam ternak cipta allah sesuai sangka allah berhala berhala saji saji untuk berhala berhala allah saji saji untuk allah saji berhala berhala buruk tetap
6,137,pimpin pimpin jadi banyak musyrik pandang bunuh anak anak binasa abur agama nya allah kerja tinggal adakan
6,138,hewan ternak tanam larang makan kecuali hendak anggap binatang ternak haram tunggang binatang ternak sebut nama allah sembelih mata dusta allah kelak allah balas adakan
6,139,perut binatang ternak khusus pria haram wanita perut lahir mati pria wanita makan kelak allah balas tetap allah bijaksana
6,140,rugi bunuh anak anak bodoh haram allah rezeki mata ada adakan allah sesat tunjuk
6,141,jadi kebun kebun junjung junjung pohon korma tanam tanam buah zaitun delima bentuk warna makan buah buah tunai hak petik hasil sedekah fakir miskin lebih lebih allah suka lebih lebih
6,142,hewan ternak jadi angkut sembelih makan rezeki allah kepada ikut langkah langkah syaitan syaitan musuh nyata bagi
6,143,delapan binatang pasang pasang domba pasang kambing jantan haram allah betina kandung betina terang kepada dasar tahu
6,144,pasang unta pasang lembu jantan haram betina kandung betina saksi allah tetap bagi zalim dusta allah sesat manusia tahu allah tunjuk zalim
6,145,oleh wahyu wahyu kepada haram makan kecuali makan bangkai darah alir daging babi kotor binatang sembelih nama allah paksa ingin lampau batas tuhan kam sayang
6,146,yahudi haram binatang kuku sapi domba haram lemak binatang lemak lekat punggung perut usus campur tulang hukum sebab durhaka
6,147,dusta tuhan rahmat luas siksa nya tolak kaum dosa
6,148,sekutu tuhan allah sekutu nya haram apa pula dusta rasul rasa siksa ada tahu muka ikut kecuali sangka belaka dusta
6,149,allah hujjah kuat tunjuk
6,150,bawa kemari saksi saksi saksi allah haram makan haram saksi saksi ikut hawa nafsu dusta ayat ayat iman hidup akhirat sekutu tuhan
6,151,mari baca haram tuhan sekutu buat baik bapa bunuh anak anak takut miskin rezeki kepada dekat buat buat keji nampak sembunyi bunuh jiwa haram allah bunuh perintah kepada paham
6,152,dekat harta anak yatim kecuali manfaat dewasa sempurna takar timbang adil pikul beban sorang dar sanggup laku adil kendati kerabat penuh janji allah perintah allah kepada
6,153,perintah jalan ku lurus ikut ikut jalan jalan jalan jalan cerai rai jalan nya perintah allah takwa
6,154,al kitab taurat musa sempurna nikmat buat baik tunjuk rahmat iman temu tuhan
6,155,al quran kitab turun kati ikut takwa rahmat
6,156,turun al quran kitab turun golong perhati baca
6,157,kitab turun tunjuk terang nyata tuhan tunjuk rahmat zalim dusta ayat ayat allah paling daripada kelak balas paling ayat ayat siksa buruk sebab paling
6,158,datang malaikat cabut nyawa datang siksa tuhan datang ayat tuhan datang ayat tuhan manfaat iman iman usaha baik iman tunggu oleh kami tunggu
6,159,pecah belah agama nya golong sedikit tanggung jawab urus serah allah allah memberitahukan buat
6,160,bawa amal bagi pahala puluh kali lipat amal bawa buat jahat balas imbang jahat sedikit aniaya rugi
6,161,tuhan jalan lurus agama agama ibrahim lurus ibrahim musyrik
6,162,sembahyang ibadat hidup mati allah tuhan semesta alam
6,163,tiada sekutu nya perintah kepada tama serah allah
6,164,cari tuhan allah tuhan dosa kemudharatannya dosa pikul dosa tuhan berita nya kepada selisih
6,165,jadi kuasa kuasa bumi tinggi derajat uji nya kepada tuhan cepat siksa nya kam sayang
7,1,alif laam mim shaad
7,2,kitab turun kepada sempit dada ingat kitab kafir ajar iman
7,3,ikut turun kepada tuhan ikut pimpin pimpin nya sedikit ambil ajar daripada
7,4,banyak negeri datang siksa timpa duduk malam istirahat
7,5,keluh siksa kecuali zalim
7,6,umat umat utus rasul rasul rasul rasul
7,7,kabar buat kali
7,8,timbang benar adil berat timbang baik untung
7,9,ringan timbang baik rugi sebab ingkar ayat ayat
7,10,tempat bumi adakan bagi bumi sumber hidup sedikit syukur
7,11,cipta adam bentuk tubuh malaikat sujud adam mereka sujud kecuali iblis sujud
7,12,allah firman halang sujud adam suruh iblis daripada engkau cipta api engkau cipta tanah
7,13,allah firman turun surga patut sombong dalam keluar hina
7,14,iblis tangguh bangkit
7,15,allah firman tangguh
7,16,iblis engkau hukum sesat halang halang jalan engkau lurus
7,17,kanan kiri engkau dapat banyak syukur taat
7,18,allah firman keluar surga hina usir ikut isi neraka
7,19,allah firman adam tempat tinggal isterimu surga makan oleh dua buah buah suka dua dekat pohon jadi dua zalim
7,20,syaitan bisik pikir jahat tampak tutup aurat syaitan tuhan larang dekat pohon dua malaikat kekal surga
7,21,syaitan sumpah nasehat dua
7,22,syaitan bujuk makan buah tipu daya rasai buah kayu nampaklah aurat aurat tutup daun daun surga tuhan seru larang dua pohon kayu kepada syaitan musuh nyata dua
7,23,ya tuhan aniaya engkau ampun rahmat rugi
7,24,allah firman turun musuh diam senang cari hidup bumi tentu
7,25,allah firman bumi hidup bumi mati bumi bangkit
7,26,anak adam turun kepada pakai tutup aurat pakai indah hias pakai takwa tanda tanda kuasa allah mudah mudah
7,27,anak adam kali tipu syaitan keluar bapa surga tanggal pakai aurat ikut ikut jadi syaitan syaitan pimpin pemimpim iman
7,28,buat keji dapat nenek moyang allah suruh kerja allah suruh buat keji ada adakan allah tahu
7,29,tuhan suruh jalan adil lurus diri sembahyang sembah allah ikhlas taat nya cipta mula pula nya
7,30,nya tunjuk sesat jadi syaitan syaitan lindung allah tunjuk
7,31,anak adam pakai pakai indah pasuk mesjid makan minum lebih lebih allah suka lebih lebih
7,32,haram hias allah keluar nya nya pula haram rezeki sedia iman hidup dunia khusus kiamat ayat ayat
7,33,tuhan haram buat keji nampak sembunyi buat dosa langgar hak manusia alas haram sekutu allah allah turun hujjah haram ada adakan allah tahu
7,34,umat batas undur saat maju
7,35,anak anak adam kepada rasul rasul cerita kepada ayat ayat ku takwa ada baik khawatir sedih hati
7,36,dusta ayat ayat sombong huni huni neraka kekal dalam
7,37,zalim dusta allah dusta ayat ayat nya oleh bahagian tentu untuk kitab lauh mahfuzh utus utus malaikat ambil nyawa utus berhala berhala sembah allah musyrik berhala berhala lenyap aku kafir
